"","date","experiment","round","assay","condition","control","plate","row","col","strain","set","trait","phenotype"
"229","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","3","CB4856",NA,"median.norm.EXT",0.100237318850958
"230","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","3","QX553",2,"median.norm.EXT",0.180964555253946
"231","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","3","QX245",2,"median.norm.EXT",0.150091277470095
"232","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","3","QX487",2,"median.norm.EXT",0.249971082882473
"233","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","3","QX158",1,"median.TOF",-33.7522660518753
"234","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","3","QX506",2,"median.TOF",42.9816683890794
"235","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","3","QX37",1,"median.TOF",22.5460882827168
"236","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","3","QX529",2,"median.TOF",16.8263449555381
"237","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","3","CB4856",NA,"median.TOF",14.8175599637901
"238","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","3","QX553",2,"median.TOF",-10.6990247304539
"239","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","3","QX245",2,"median.TOF",33.1523090903178
"240","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","3","QX487",2,"median.TOF",3.84824417586654
"241","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","3","QX158",1,"norm.n",3.76013506657522
"242","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","3","QX506",2,"norm.n",-31.6645778874177
"243","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","3","QX37",1,"norm.n",-0.753167518516296
"244","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","3","QX529",2,"norm.n",6.10661030331457
"245","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","3","CB4856",NA,"norm.n",10.0174147195961
"246","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","3","QX553",2,"norm.n",-5.96103676736909
"247","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","3","QX245",2,"norm.n",5.48097253154869
"248","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","3","QX487",2,"norm.n",-15.5968867588959
"249","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","5","QX404",2,"median.EXT",-36.63866821029
"250","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","5","N2",NA,"median.EXT",-25.0777974953055
"251","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","5","QX306",2,"median.EXT",72.3888647392065
"252","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","5","QX491",2,"median.EXT",-134.245110384213
"253","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","5","QX279",2,"median.EXT",-81.3062382191469
"254","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","5","QX315",2,"median.EXT",-51.1273094455689
"255","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","5","QX521",2,"median.EXT",-80.7625028271104
"256","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","5","QX492",2,"median.EXT",28.7371497674288
"257","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","5","QX404",2,"median.norm.EXT",-0.0045663931724531
"258","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","5","N2",NA,"median.norm.EXT",0.0981032504738947
"259","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","5","QX306",2,"median.norm.EXT",0.273247176331041
"260","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","5","QX491",2,"median.norm.EXT",-0.200574735612838
"261","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","5","QX279",2,"median.norm.EXT",-0.208710820424329
"262","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","5","QX315",2,"median.norm.EXT",-0.0700070640608036
"263","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","5","QX521",2,"median.norm.EXT",-0.0816948294649574
"264","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","5","QX492",2,"median.norm.EXT",-0.0209124517039646
"265","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","5","QX404",2,"median.TOF",-30.9478254091981
"266","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","5","N2",NA,"median.TOF",-6.94387599878476
"267","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","5","QX306",2,"median.TOF",13.5483299889964
"268","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","5","QX491",2,"median.TOF",-53.1747758976017
"269","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","5","QX279",2,"median.TOF",-17.1591159696843
"270","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","5","QX315",2,"median.TOF",7.89763409506777
"271","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","5","QX521",2,"median.TOF",-31.579917646503
"272","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","5","QX492",2,"median.TOF",3.73824203737245
"273","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","5","QX404",2,"norm.n",12.284290854364
"274","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","5","N2",NA,"norm.n",-36.6762023520356
"275","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","5","QX306",2,"norm.n",-6.14256207050572
"276","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","5","QX491",2,"norm.n",-20.3861841687386
"277","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","5","QX279",2,"norm.n",-4.74768881533148
"278","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","5","QX315",2,"norm.n",5.36842174442494
"279","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","5","QX521",2,"norm.n",-12.4580031979924
"280","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","5","QX492",2,"norm.n",11.4881119276412
"281","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","7","QX402",NA,"median.EXT",116.629535779349
"282","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","7","QX192",1,"median.EXT",-53.7488033455138
"283","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","7","QX91",1,"median.EXT",-153.209490444485
"284","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","7","QX456",2,"median.EXT",145.840557832929
"285","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","7","QX563",2,"median.EXT",-269.59583996725
"286","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","7","QX15",1,"median.EXT",-117.079305886464
"287","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","7","QX49",NA,"median.EXT",11.3470348734091
"288","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","7","QX402",NA,"median.norm.EXT",0.0662835732968854
"289","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","7","QX192",1,"median.norm.EXT",-0.135007921743008
"290","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","7","QX91",1,"median.norm.EXT",-0.352078890517206
"291","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","7","QX456",2,"median.norm.EXT",0.269291133419001
"292","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","7","QX563",2,"median.norm.EXT",0.330574457858938
"293","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","7","QX15",1,"median.norm.EXT",0.0272475402173034
"294","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","7","QX49",NA,"median.norm.EXT",-0.14423657633246
"295","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","7","QX402",NA,"median.TOF",43.4055050728097
"296","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","7","QX192",1,"median.TOF",-33.1027679766096
"297","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","7","QX91",1,"median.TOF",-41.6605726812989
"298","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","7","QX456",2,"median.TOF",47.0635620691355
"299","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","7","QX563",2,"median.TOF",-106.191792647398
"300","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","7","QX15",1,"median.TOF",-38.0971304831123
"301","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","7","QX49",NA,"median.TOF",11.946023854528
"302","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","7","QX402",NA,"norm.n",22.7442730369968
"303","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","7","QX192",1,"norm.n",-18.6190529031159
"304","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","7","QX91",1,"norm.n",-9.82617899701432
"305","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","7","QX456",2,"norm.n",-3.25953531943907
"306","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","7","QX563",2,"norm.n",7.36454692288564
"307","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","7","QX15",1,"norm.n",16.3233251099348
"308","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","7","QX49",NA,"norm.n",-15.6984729618537
"309","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","9","QX39",1,"median.EXT",42.5929625080346
"310","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","9","QX465",2,"median.EXT",-25.7427078002947
"311","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","9","QX58",1,"median.EXT",-123.477363850049
"312","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","9","QX372",2,"median.EXT",51.7306727269484
"313","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","9","QX449",2,"median.EXT",164.004634587025
"314","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","9","QX334",2,"median.EXT",-219.132413238564
"315","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","9","QX378",2,"median.EXT",-46.8536054213215
"316","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","9","QX442",2,"median.EXT",-173.433525498705
"317","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","9","QX39",1,"median.norm.EXT",-0.0824763685333441
"318","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","9","QX465",2,"median.norm.EXT",-0.112745621817992
"319","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","9","QX58",1,"median.norm.EXT",-0.3009666381157
"320","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","9","QX372",2,"median.norm.EXT",0.0521389846150679
"321","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","9","QX449",2,"median.norm.EXT",0.364028079925301
"322","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","9","QX334",2,"median.norm.EXT",0.103183623756604
"323","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","9","QX378",2,"median.norm.EXT",0.0125782628330316
"324","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","9","QX442",2,"median.norm.EXT",-0.139235376251352
"325","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","9","QX39",1,"median.TOF",25.4421724523077
"326","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","9","QX465",2,"median.TOF",-19.9938866912552
"327","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","9","QX58",1,"median.TOF",-38.5616721494977
"328","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","9","QX372",2,"median.TOF",26.9841160802231
"329","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","9","QX449",2,"median.TOF",48.6758808225745
"330","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","9","QX334",2,"median.TOF",-74.0817905089037
"331","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","9","QX378",2,"median.TOF",-17.1032417130286
"332","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","9","QX442",2,"median.TOF",-76.017308765974
"333","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","9","QX39",1,"norm.n",-7.66667208321619
"334","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","9","QX465",2,"norm.n",-4.84232490357044
"335","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","9","QX58",1,"norm.n",17.3533817362444
"336","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","9","QX372",2,"norm.n",-14.9142147780666
"337","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","9","QX449",2,"norm.n",-1.09688417824318
"338","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","9","QX334",2,"norm.n",-2.44814270077706
"339","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","9","QX378",2,"norm.n",19.9942293415619
"340","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","9","QX442",2,"norm.n",0.756546168976324
"341","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","11","QX411",2,"median.EXT",-6.9922098329934
"342","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","11","QX497",2,"median.EXT",-24.8280454333615
"343","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","11","QX383",2,"median.EXT",-18.062866775153
"344","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","11","QX435",2,"median.EXT",-11.2752575262333
"345","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","11","QX371",2,"median.EXT",125.755047817118
"346","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","11","QX321",NA,"median.EXT",-187.858113703706
"347","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","11","QX336",2,"median.EXT",-160.512420181092
"348","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","11","QX333",2,"median.EXT",190.219028423809
"349","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","11","QX411",2,"median.norm.EXT",0.0796951437814229
"350","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","11","QX497",2,"median.norm.EXT",0.178714511570105
"351","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","11","QX383",2,"median.norm.EXT",0.0725598479367913
"352","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","11","QX435",2,"median.norm.EXT",-0.0486780017228199
"353","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","11","QX371",2,"median.norm.EXT",0.231435560076548
"354","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","11","QX321",NA,"median.norm.EXT",-0.560279746698279
"355","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","11","QX336",2,"median.norm.EXT",-0.199606689709054
"356","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","11","QX333",2,"median.norm.EXT",0.33100312973819
"357","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","11","QX411",2,"median.TOF",13.5766195104673
"358","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","11","QX497",2,"median.TOF",-15.2861048740997
"359","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","11","QX383",2,"median.TOF",29.1938786538487
"360","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","11","QX435",2,"median.TOF",13.8680027118127
"361","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","11","QX371",2,"median.TOF",59.2564476646267
"362","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","11","QX321",NA,"median.TOF",-34.3567958551389
"363","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","11","QX336",2,"median.TOF",-56.3476909096822
"364","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","11","QX333",2,"median.TOF",51.9521350844443
"365","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"B","11","QX411",2,"norm.n",-0.264202092924122
"366","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"B","11","QX497",2,"norm.n",-17.7005395115349
"367","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"B","11","QX383",2,"norm.n",6.67049029657816
"368","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"B","11","QX435",2,"norm.n",14.0653228839733
"369","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"B","11","QX371",2,"norm.n",8.7740431246027
"370","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"B","11","QX321",NA,"norm.n",-2.07848499990531
"371","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"B","11","QX336",2,"norm.n",0.594908685966796
"372","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"B","11","QX333",2,"norm.n",3.61439803351958
"373","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"C","1","QX444",2,"median.EXT",-106.083973595355
"374","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"C","1","QX213",1,"median.EXT",-35.5964147150373
"375","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"C","1","QX17",1,"median.EXT",369.88803827902
"376","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"C","1","QX270",2,"median.EXT",4.27993296481286
"377","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"C","1","QX33",1,"median.EXT",-64.8060729271095
"378","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"C","1","QX432",NA,"median.EXT",-219.358444287781
"379","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"C","1","QX98",1,"median.EXT",119.865668914527
"380","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"C","1","QX187",1,"median.EXT",5.02973593794351
"381","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"C","1","QX444",2,"median.norm.EXT",-0.0230699760312921
"382","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"C","1","QX213",1,"median.norm.EXT",-0.0730704503785088
"383","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"C","1","QX17",1,"median.norm.EXT",0.308029686680799
"384","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"C","1","QX270",2,"median.norm.EXT",-0.0841076856861496
"385","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"C","1","QX33",1,"median.norm.EXT",0.0840856851469823
"386","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"C","1","QX432",NA,"median.norm.EXT",0.0426654965877879
"387","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"C","1","QX98",1,"median.norm.EXT",0.264535224048579
"388","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"C","1","QX187",1,"median.norm.EXT",-0.0285900613920731
"389","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"C","1","QX444",2,"median.TOF",-30.1556072263537
"390","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"C","1","QX213",1,"median.TOF",-21.7127701151037
"391","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"C","1","QX17",1,"median.TOF",112.912762077697
"392","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"C","1","QX270",2,"median.TOF",21.5830166120243
"393","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"C","1","QX33",1,"median.TOF",-48.8963330832818
"394","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"C","1","QX432",NA,"median.TOF",-64.0768001321271
"395","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"C","1","QX98",1,"median.TOF",33.6034192509871
"396","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"C","1","QX187",1,"median.TOF",-11.2128681232968
"397","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"C","1","QX444",2,"norm.n",-3.47936170687886
"398","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"C","1","QX213",1,"norm.n",-28.94851141491
"399","20140513","RIAILs",1,"f","carmustine","halfpercDMSO",2,"C","1","QX17",1,"norm.n",-1.61489420459886
"400","20140520","RIAILs",1,"h","carmustine","halfpercDMSO",2,"C","1","QX270",2,"norm.n",29.2163088927722
"401","20140526","RIAILs",1,"i","carmustine","halfpercDMSO",2,"C","1","QX33",1,"norm.n",-23.2749939378172
"402","20140603","RIAILs",1,"k","carmustine","halfpercDMSO",2,"C","1","QX432",NA,"norm.n",-7.72468932861193
"403","20140623","RIAILs",1,"l","carmustine","halfpercDMSO",2,"C","1","QX98",1,"norm.n",-24.0018958368988
"404","20140624","RIAILs",1,"m","carmustine","halfpercDMSO",2,"C","1","QX187",1,"norm.n",-11.8938957246908
"405","20140429","RIAILs",1,"b","carmustine","halfpercDMSO",2,"C","3","QX272",2,"median.EXT",16.7758288646063
"406","20140512","RIAILs",1,"e","carmustine","halfpercDMSO",2,"C","3","QX42",1,"median.EXT",-25.205969236943
