"","date","experiment","round","assay","condition","control","plate","row","col","strain","set","trait","phenotype"
"2421","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","1","QX439",2,"median.EXT",16.5971553623594
"2422","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","1","QX494",2,"median.EXT",17.8489256971546
"2423","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","1","QX244",2,"median.EXT",57.1284596076136
"2424","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","1","QX474",2,"median.EXT",-7.3557408204827
"2425","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","1","QX9",1,"median.EXT",-2.47218406622184
"2426","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","1","QX207",1,"median.EXT",30.8748533521011
"2427","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","1","QX293",2,"median.EXT",-37.0250058525746
"2428","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","1","QX183",1,"median.EXT",-4.56941497550717
"2429","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","1","QX523",2,"median.EXT",-0.638899763194272
"2430","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","1","QX439",2,"median.norm.EXT",-0.116233113914839
"2431","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","1","QX494",2,"median.norm.EXT",0.0525709951270293
"2432","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","1","QX244",2,"median.norm.EXT",0.044766516757261
"2433","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","1","QX474",2,"median.norm.EXT",-0.237708629984113
"2434","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","1","QX9",1,"median.norm.EXT",0.587154152554246
"2435","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","1","QX207",1,"median.norm.EXT",0.0785816223007519
"2436","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","1","QX293",2,"median.norm.EXT",-0.617555497125438
"2437","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","1","QX183",1,"median.norm.EXT",-0.157895745247553
"2438","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","1","QX523",2,"median.norm.EXT",-0.290792380642451
"2439","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","1","QX439",2,"median.TOF",20.8796749273175
"2440","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","1","QX494",2,"median.TOF",-4.81558191583056
"2441","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","1","QX244",2,"median.TOF",43.1692274526871
"2442","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","1","QX474",2,"median.TOF",14.5146678580182
"2443","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","1","QX9",1,"median.TOF",-20.3274983617535
"2444","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","1","QX207",1,"median.TOF",0.717562866686391
"2445","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","1","QX293",2,"median.TOF",1.02139632696487
"2446","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","1","QX183",1,"median.TOF",-12.1677471201755
"2447","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","1","QX523",2,"median.TOF",23.4453435328677
"2448","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","1","QX439",2,"norm.n",8.92303138619415
"2449","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","1","QX494",2,"norm.n",-0.776808711626345
"2450","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","1","QX244",2,"norm.n",15.463622670206
"2451","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","1","QX474",2,"norm.n",55.6953339021639
"2452","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","1","QX9",1,"norm.n",-25.6528927979567
"2453","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","1","QX207",1,"norm.n",-28.7085244812503
"2454","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","1","QX293",2,"norm.n",0.298937519649574
"2455","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","1","QX183",1,"norm.n",-9.96748088520497
"2456","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","1","QX523",2,"norm.n",30.5744241958981
"2457","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","3","QX526",2,"median.EXT",-21.7146398254708
"2458","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","3","QX490",2,"median.EXT",-48.5161771454708
"2459","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","3","QX560",2,"median.EXT",-59.3238861284483
"2460","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","3","QX227",NA,"median.EXT",-65.0479858966217
"2461","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","3","QX11",1,"median.EXT",-70.0540648103391
"2462","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","3","N2",NA,"median.EXT",19.8384838631628
"2463","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","3","QX26",1,"median.EXT",-3.04276114810957
"2464","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","3","QX134",NA,"median.EXT",62.0654661048522
"2465","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","3","QX526",2,"median.norm.EXT",-0.0273047792091979
"2466","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","3","QX490",2,"median.norm.EXT",-0.530238964419431
"2467","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","3","QX560",2,"median.norm.EXT",-0.139379249154622
"2468","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","3","QX227",NA,"median.norm.EXT",-0.0930838166196205
"2469","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","3","QX11",1,"median.norm.EXT",-0.190553306036098
"2470","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","3","N2",NA,"median.norm.EXT",-0.288530800713301
"2471","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","3","QX26",1,"median.norm.EXT",-0.332420180946163
"2472","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","3","QX134",NA,"median.norm.EXT",-0.177085966724719
"2473","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","3","QX526",2,"median.TOF",5.4868806939451
"2474","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","3","QX490",2,"median.TOF",11.0289451388448
"2475","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","3","QX560",2,"median.TOF",-28.1319277615149
"2476","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","3","QX227",NA,"median.TOF",-21.8576642896734
"2477","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","3","QX11",1,"median.TOF",-31.8487187285796
"2478","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","3","N2",NA,"median.TOF",43.8020894554861
"2479","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","3","QX26",1,"median.TOF",10.8576103037289
"2480","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","3","QX134",NA,"median.TOF",44.5681160469525
"2481","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","3","QX526",2,"norm.n",-6.96037133688824
"2482","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","3","QX490",2,"norm.n",14.5712021469306
"2483","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","3","QX560",2,"norm.n",-23.9528382652429
"2484","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","3","QX227",NA,"norm.n",-22.6845007814531
"2485","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","3","QX11",1,"norm.n",-19.6001564530424
"2486","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","3","N2",NA,"norm.n",31.491256074844
"2487","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","3","QX26",1,"norm.n",1.79369920931696
"2488","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","3","QX134",NA,"norm.n",69.7708573754473
"2489","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","5","QX361",2,"median.EXT",-10.9068849016098
"2490","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","5","QX83",1,"median.EXT",31.0952924382821
"2491","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","5","QX376",2,"median.EXT",-68.3077250725716
"2492","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","5","QX113",1,"median.EXT",-1.0867605159268
"2493","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","5","QX271",2,"median.EXT",-37.5335722489554
"2494","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","5","QX350",2,"median.EXT",-54.889287571791
"2495","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","5","QX594",2,"median.EXT",-4.31174145266547
"2496","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","5","QX118",1,"median.EXT",53.2375098611453
"2497","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","5","QX361",2,"median.norm.EXT",0.946705580747593
"2498","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","5","QX83",1,"median.norm.EXT",-0.349009174319364
"2499","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","5","QX376",2,"median.norm.EXT",-0.246099514614679
"2500","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","5","QX113",1,"median.norm.EXT",0.513965082493578
"2501","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","5","QX271",2,"median.norm.EXT",-0.32708600054666
"2502","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","5","QX350",2,"median.norm.EXT",-0.0526343271851628
"2503","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","5","QX594",2,"median.norm.EXT",-0.345347018713775
"2504","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","5","QX118",1,"median.norm.EXT",0.0571299207660058
"2505","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","5","QX361",2,"median.TOF",-43.0082239678313
"2506","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","5","QX83",1,"median.TOF",21.6132411506798
"2507","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","5","QX376",2,"median.TOF",-9.18509027843556
"2508","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","5","QX113",1,"median.TOF",-21.5769711611522
"2509","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","5","QX271",2,"median.TOF",3.34843666925188
"2510","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","5","QX350",2,"median.TOF",-37.193245783255
"2511","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","5","QX594",2,"median.TOF",24.1587655179309
"2512","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","5","QX118",1,"median.TOF",11.6441883186657
"2513","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","5","QX361",2,"norm.n",-20.0312901883932
"2514","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","5","QX83",1,"norm.n",-2.30492937476703
"2515","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","5","QX376",2,"norm.n",4.9216474067127
"2516","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","5","QX113",1,"norm.n",-17.7969834340159
"2517","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","5","QX271",2,"norm.n",8.2794800500223
"2518","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","5","QX350",2,"norm.n",-15.959553137339
"2519","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","5","QX594",2,"norm.n",42.3910928742206
"2520","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","5","QX118",1,"norm.n",-21.0955341702525
"2521","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","7","QX273",2,"median.EXT",-89.7728017544285
"2522","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","7","QX531",2,"median.EXT",13.4450482352241
"2523","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","7","QX513",2,"median.EXT",-57.4749294482009
"2524","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","7","QX261",2,"median.EXT",-31.8517005565135
"2525","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","7","QX288",2,"median.EXT",-23.2242041982064
"2526","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","7","QX22",1,"median.EXT",-73.5080236732889
"2527","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","7","QX385",2,"median.EXT",-87.014498187555
"2528","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","7","N2",NA,"median.EXT",71.2076458569871
"2529","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","7","QX539",2,"median.EXT",-28.9749216413408
"2530","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","7","QX273",2,"median.norm.EXT",-0.209245873186434
"2531","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","7","QX531",2,"median.norm.EXT",0.609821810401989
"2532","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","7","QX513",2,"median.norm.EXT",-0.0800618887729591
"2533","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","7","QX261",2,"median.norm.EXT",-0.0321608729219472
"2534","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","7","QX288",2,"median.norm.EXT",-0.32939307148681
"2535","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","7","QX22",1,"median.norm.EXT",-0.19389471634456
"2536","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","7","QX385",2,"median.norm.EXT",-0.497310235509153
"2537","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","7","N2",NA,"median.norm.EXT",-0.222007938540989
"2538","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","7","QX539",2,"median.norm.EXT",-0.314265239723701
"2539","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","7","QX273",2,"median.TOF",-29.3707654390756
"2540","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","7","QX531",2,"median.TOF",-18.1216324682562
"2541","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","7","QX513",2,"median.TOF",-19.1212563522814
"2542","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","7","QX261",2,"median.TOF",-14.0769711611522
"2543","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","7","QX288",2,"median.TOF",0.69541139303908
"2544","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","7","QX22",1,"median.TOF",-24.8896428999412
"2545","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","7","QX385",2,"median.TOF",-20.0161994424986
"2546","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","7","N2",NA,"median.TOF",31.4803828178136
"2547","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","7","QX539",2,"median.TOF",-5.95479370784011
"2548","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","7","QX273",2,"norm.n",8.29957437032723
"2549","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","7","QX531",2,"norm.n",-8.53963465589023
"2550","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","7","QX513",2,"norm.n",-6.81758396120086
"2551","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"E","7","QX261",2,"norm.n",-21.0577520661023
"2552","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","7","QX288",2,"norm.n",24.8344869889972
"2553","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","7","QX22",1,"norm.n",-3.03081589005241
"2554","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","7","QX385",2,"norm.n",-3.7124483060901
"2555","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","7","N2",NA,"norm.n",6.97545486364269
"2556","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","7","QX539",2,"norm.n",-14.0767420206741
"2557","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","9","QX579",2,"median.EXT",24.2780936567841
"2558","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","9","QX181",1,"median.EXT",-69.9144012165442
"2559","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","9","QX125",1,"median.EXT",54.4757882674744
"2560","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","9","QX370",2,"median.EXT",-62.7920597819904
"2561","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","9","QX93",1,"median.EXT",-49.5969017003277
"2562","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","9","QX339",2,"median.EXT",63.5000537351647
"2563","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","9","QX479",2,"median.EXT",9.15754837895254
"2564","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","9","QX579",2,"median.norm.EXT",1.04317631879743
"2565","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","9","QX181",1,"median.norm.EXT",-0.550915415433482
"2566","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","9","QX125",1,"median.norm.EXT",0.179627097685201
"2567","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","9","QX370",2,"median.norm.EXT",0.26052750220709
"2568","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","9","QX93",1,"median.norm.EXT",-0.587300965481835
"2569","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","9","QX339",2,"median.norm.EXT",0.508438285138201
"2570","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","9","QX479",2,"median.norm.EXT",0.174182788394154
"2571","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","9","QX579",2,"median.TOF",-28.1661445822677
"2572","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","9","QX181",1,"median.TOF",-20.4047732658892
"2573","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","9","QX125",1,"median.TOF",26.5693646933949
"2574","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","9","QX370",2,"median.TOF",-31.8635271948915
"2575","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","9","QX93",1,"median.TOF",14.3757140580875
"2576","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","9","QX339",2,"median.TOF",6.35271496550525
"2577","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","9","QX479",2,"median.TOF",-8.2583965911539
"2578","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","9","QX579",2,"norm.n",-32.2064624437511
"2579","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","9","QX181",1,"norm.n",-10.1802379715936
"2580","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","9","QX125",1,"norm.n",15.5556673234483
"2581","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","9","QX370",2,"norm.n",-8.98622613129
"2582","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","9","QX93",1,"norm.n",18.9027794610671
"2583","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","9","QX339",2,"norm.n",-21.9960130107811
"2584","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","9","QX479",2,"norm.n",-19.0628874203215
"2585","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","11","QX217",1,"median.EXT",18.614929545124
"2586","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","11","CB4856",NA,"median.EXT",-63.2738506683125
"2587","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","11","QX95",1,"median.EXT",11.1042180237986
"2588","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","11","QX54",1,"median.EXT",1.28952972058903
"2589","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","11","QX362",2,"median.EXT",-42.2850845057832
"2590","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","11","QX570",2,"median.EXT",-38.3844553043429
"2591","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","11","QX340",2,"median.EXT",-5.49186573689693
"2592","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","11","QX284",2,"median.EXT",-53.8133706565686
"2593","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","11","QX217",1,"median.norm.EXT",-0.137625575271844
"2594","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","11","CB4856",NA,"median.norm.EXT",-0.320130388595648
"2595","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","11","QX95",1,"median.norm.EXT",-0.105822297719384
"2596","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","11","QX54",1,"median.norm.EXT",-0.245589836598541
"2597","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","11","QX362",2,"median.norm.EXT",-0.118569835269345
"2598","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","11","QX570",2,"median.norm.EXT",-0.46271689192246
"2599","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","11","QX340",2,"median.norm.EXT",-0.30867339701945
"2600","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","11","QX284",2,"median.norm.EXT",-0.45544083322361
"2601","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","11","QX217",1,"median.TOF",19.8314077486205
"2602","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","11","CB4856",NA,"median.TOF",-24.1674519778414
"2603","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","11","QX95",1,"median.TOF",25.5284405220333
"2604","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","11","QX54",1,"median.TOF",-7.04680523323233
"2605","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","11","QX362",2,"median.TOF",-18.2366176237284
"2606","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","11","QX570",2,"median.TOF",-1.93767950167355
"2607","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","11","QX340",2,"median.TOF",7.6898990128452
"2608","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","11","QX284",2,"median.TOF",-2.99816554831351
"2609","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"E","11","QX217",1,"norm.n",4.16185129167222
"2610","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"E","11","CB4856",NA,"norm.n",0.294933064749573
"2611","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"E","11","QX95",1,"norm.n",12.4007979449568
"2612","20140526","RIAILs",1,"i","etoposide","halfpercDMSO",6,"E","11","QX54",1,"norm.n",-15.778407126001
"2613","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"E","11","QX362",2,"norm.n",-16.5023513257032
"2614","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"E","11","QX570",2,"norm.n",15.1293906159345
"2615","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"E","11","QX340",2,"norm.n",29.1799821694478
"2616","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"E","11","QX284",2,"norm.n",-7.04574112048497
"2617","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"F","1","CB4856",NA,"median.EXT",-24.4989671757101
"2618","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"F","1","QX319",2,"median.EXT",-65.02021740944
"2619","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"F","1","QX498",2,"median.EXT",151.522643414718
"2620","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"F","1","QX434",2,"median.EXT",-32.3517005565135
"2621","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"F","1","QX298",2,"median.EXT",11.7359159307573
"2622","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"F","1","QX25",1,"median.EXT",-69.2511861673549
"2623","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"F","1","QX82",1,"median.EXT",-60.673618041515
"2624","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"F","1","QX44",1,"median.EXT",-0.585592108399074
"2625","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"F","1","CB4856",NA,"median.norm.EXT",-0.174089620847608
"2626","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"F","1","QX319",2,"median.norm.EXT",0.0965161338383922
"2627","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"F","1","QX498",2,"median.norm.EXT",0.276028837825108
"2628","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"F","1","QX434",2,"median.norm.EXT",-0.0143804406691356
"2629","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"F","1","QX298",2,"median.norm.EXT",-0.12588044123945
"2630","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"F","1","QX25",1,"median.norm.EXT",-0.586645631880384
"2631","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"F","1","QX82",1,"median.norm.EXT",0.163070336794642
"2632","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"F","1","QX44",1,"median.norm.EXT",0.105594024434289
"2633","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"F","1","CB4856",NA,"median.TOF",12.7724691606899
"2634","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"F","1","QX319",2,"median.TOF",-42.0348887873094
"2635","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"F","1","QX498",2,"median.TOF",60.6463176978945
"2636","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"F","1","QX434",2,"median.TOF",-10.1890722660034
"2637","20140527","RIAILs",1,"j","etoposide","halfpercDMSO",6,"F","1","QX298",2,"median.TOF",17.0694329286972
"2638","20140603","RIAILs",1,"k","etoposide","halfpercDMSO",6,"F","1","QX25",1,"median.TOF",-23.2675205416781
"2639","20140623","RIAILs",1,"l","etoposide","halfpercDMSO",6,"F","1","QX82",1,"median.TOF",-42.4435449104731
"2640","20140624","RIAILs",1,"m","etoposide","halfpercDMSO",6,"F","1","QX44",1,"median.TOF",-8.15696689553624
"2641","20140429","RIAILs",1,"b","etoposide","halfpercDMSO",6,"F","1","CB4856",NA,"norm.n",-20.4330735986185
"2642","20140512","RIAILs",1,"e","etoposide","halfpercDMSO",6,"F","1","QX319",2,"norm.n",-11.2209788477805
"2643","20140513","RIAILs",1,"f","etoposide","halfpercDMSO",6,"F","1","QX498",2,"norm.n",32.3796721432194
"2644","20140520","RIAILs",1,"h","etoposide","halfpercDMSO",6,"F","1","QX434",2,"norm.n",-33.7521279334742
