"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"1823","total",0.571037216767182,0.219937922414706,0.944911016521272,0.004,"A_12_P105532","V_9663270","amsacrine_median.norm.EXT",5.08277822503624
"1824","prop_med",-0.0731309752776456,-0.410572996272333,0.248909499271406,0.564,"A_12_P105532","V_9663270","amsacrine_median.norm.EXT",5.08277822503624
"1825","med",0.0274415095039368,-0.0826857736987029,0.155682929910301,0.588,"A_12_P106245","V_10815911","amsacrine_median.norm.EXT",4.16048388832108
"1826","direct",0.550664036356497,0.1618128208429,0.911650000996096,0.004,"A_12_P106245","V_10815911","amsacrine_median.norm.EXT",4.16048388832108
"1827","total",0.578105545860434,0.212515665885273,0.911657571471766,0,"A_12_P106245","V_10815911","amsacrine_median.norm.EXT",4.16048388832108
"1828","prop_med",0.0474679921347126,-0.179143852722545,0.37583132493865,0.588,"A_12_P106245","V_10815911","amsacrine_median.norm.EXT",4.16048388832108
"1829","med",0.0875016975658036,-0.046714636952838,0.280348210821908,0.248,"A_12_P107338","V_10142996","amsacrine_median.norm.EXT",4.44777576579725
"1830","direct",0.510677033460513,0.134751264147223,0.906592121666905,0.006,"A_12_P107338","V_10142996","amsacrine_median.norm.EXT",4.44777576579725
"1831","total",0.598178731026316,0.263758720797886,0.976318802301134,0,"A_12_P107338","V_10142996","amsacrine_median.norm.EXT",4.44777576579725
"1832","prop_med",0.146280188557814,-0.0852487549772907,0.590490066497544,0.248,"A_12_P107338","V_10142996","amsacrine_median.norm.EXT",4.44777576579725
"1833","med",-0.0898379482593881,-0.296152380177194,0.118379731806445,0.364,"A_12_P107404","V_11600826","amsacrine_median.norm.EXT",4.21986325296123
"1834","direct",0.639029373531672,0.164386565093522,1.11170604968409,0.006,"A_12_P107404","V_11600826","amsacrine_median.norm.EXT",4.21986325296123
"1835","total",0.549191425272284,0.196591355742122,0.931363919009495,0,"A_12_P107404","V_11600826","amsacrine_median.norm.EXT",4.21986325296123
"1836","prop_med",-0.163582212185573,-0.676041297947208,0.326852700641952,0.364,"A_12_P107404","V_11600826","amsacrine_median.norm.EXT",4.21986325296123
"1837","med",0.110389787952237,-0.0606893576097928,0.351564024781003,0.19,"A_12_P109101","V_9905233","amsacrine_median.norm.EXT",7.80369452570406
"1838","direct",0.448763933734121,-0.00105642123187119,0.838120518473989,0.052,"A_12_P109101","V_9905233","amsacrine_median.norm.EXT",7.80369452570406
"1839","total",0.559153721686358,0.180849890407891,0.910111938994247,0,"A_12_P109101","V_9905233","amsacrine_median.norm.EXT",7.80369452570406
"1840","prop_med",0.197422969160092,-0.111816961890931,1.00292425771853,0.19,"A_12_P109101","V_9905233","amsacrine_median.norm.EXT",7.80369452570406
"1841","med",0.0320157615564762,-0.0690233408605376,0.133560414082803,0.462,"A_12_P109658","V_10176051","amsacrine_median.norm.EXT",3.97494323558793
"1842","direct",0.553289563572024,0.183864332079307,0.888713624521965,0.004,"A_12_P109658","V_10176051","amsacrine_median.norm.EXT",3.97494323558793
"1843","total",0.585305325128501,0.230329004234688,0.925333215971652,0.004,"A_12_P109658","V_10176051","amsacrine_median.norm.EXT",3.97494323558793
"1844","prop_med",0.0546992487202254,-0.149110036740378,0.276817751482393,0.466,"A_12_P109658","V_10176051","amsacrine_median.norm.EXT",3.97494323558793
"1845","med",-0.0546483797404906,-0.195453812645978,0.0734795416331976,0.378,"A_12_P111065","V_9985933","amsacrine_median.norm.EXT",4.70539611117011
"1846","direct",0.572659897440439,0.198573049382852,0.929642317613392,0.004,"A_12_P111065","V_9985933","amsacrine_median.norm.EXT",4.70539611117011
"1847","total",0.518011517699948,0.1600532108096,0.865962487295719,0.006,"A_12_P111065","V_9985933","amsacrine_median.norm.EXT",4.70539611117011
"1848","prop_med",-0.105496456880221,-0.543857808562552,0.15925173716009,0.38,"A_12_P111065","V_9985933","amsacrine_median.norm.EXT",4.70539611117011
"1849","med",0.212623813440439,-0.129614913313223,0.636278605117825,0.214,"A_12_P111998","V_10815911","amsacrine_median.norm.EXT",20.721463482804
"1850","direct",0.393813122616276,-0.106573484969483,0.868285154638712,0.128,"A_12_P111998","V_10815911","amsacrine_median.norm.EXT",20.721463482804
"1851","total",0.606436936056715,0.253790440653651,0.967357487420824,0,"A_12_P111998","V_10815911","amsacrine_median.norm.EXT",20.721463482804
"1852","prop_med",0.350611581845592,-0.261488340557,1.41015338435267,0.214,"A_12_P111998","V_10815911","amsacrine_median.norm.EXT",20.721463482804
"1853","med",0.017496625408301,-0.0767874725144534,0.14581887379321,0.722,"A_12_P112263","V_10815911","amsacrine_median.norm.EXT",4.18346163908181
"1854","direct",0.588940310648414,0.235270614369805,0.953397841290307,0,"A_12_P112263","V_10815911","amsacrine_median.norm.EXT",4.18346163908181
"1855","total",0.606436936056715,0.289531192158001,0.955855182796284,0,"A_12_P112263","V_10815911","amsacrine_median.norm.EXT",4.18346163908181
"1856","prop_med",0.0288515167332497,-0.133820590441315,0.26415760771318,0.722,"A_12_P112263","V_10815911","amsacrine_median.norm.EXT",4.18346163908181
"1857","med",0.0263704291682684,-0.098605357738391,0.211543887695712,0.7,"A_12_P112758","V_8947708","amsacrine_median.norm.EXT",5.33751901281962
"1858","direct",0.48737141018562,0.0901654332683674,0.844566030038618,0.012,"A_12_P112758","V_8947708","amsacrine_median.norm.EXT",5.33751901281962
"1859","total",0.513741839353888,0.177561124193591,0.872996228168693,0.006,"A_12_P112758","V_8947708","amsacrine_median.norm.EXT",5.33751901281962
"1860","prop_med",0.0513301178689931,-0.283998079256899,0.605127789932233,0.702,"A_12_P112758","V_8947708","amsacrine_median.norm.EXT",5.33751901281962
"1861","med",-0.23512227333162,-0.46300632348092,0.075001235880523,0.142,"A_12_P114129","V_9985933","amsacrine_median.norm.EXT",9.7576065427263
"1862","direct",0.753133791031568,0.248534003489204,1.20584185631269,0.002,"A_12_P114129","V_9985933","amsacrine_median.norm.EXT",9.7576065427263
"1863","total",0.518011517699948,0.134250001622869,0.880132361033734,0.004,"A_12_P114129","V_9985933","amsacrine_median.norm.EXT",9.7576065427263
"1864","prop_med",-0.453893910265933,-1.73254215172758,0.171544497304496,0.146,"A_12_P114129","V_9985933","amsacrine_median.norm.EXT",9.7576065427263
"1865","med",-0.0365731956600099,-0.153008037468719,0.0740017751519237,0.514,"A_12_P114276","V_9529886","amsacrine_median.norm.EXT",5.00803828442342
"1866","direct",0.568755847517368,0.165586673395204,0.963088621304274,0.008,"A_12_P114276","V_9529886","amsacrine_median.norm.EXT",5.00803828442342
"1867","total",0.532182651857358,0.163622078565232,0.895486343418539,0.008,"A_12_P114276","V_9529886","amsacrine_median.norm.EXT",5.00803828442342
"1868","prop_med",-0.0687230136727807,-0.444172053817351,0.188011863080701,0.514,"A_12_P114276","V_9529886","amsacrine_median.norm.EXT",5.00803828442342
"1869","med",0.377550647046173,-0.269610114762136,0.854165377879368,0.186,"A_12_P115328","V_10568558","amsacrine_median.norm.EXT",37.7379772981239
"1870","direct",0.236083834581146,-0.334744484540679,0.945940598144586,0.388,"A_12_P115328","V_10568558","amsacrine_median.norm.EXT",37.7379772981239
"1871","total",0.613634481627319,0.272820827726754,0.926917307694234,0,"A_12_P115328","V_10568558","amsacrine_median.norm.EXT",37.7379772981239
"1872","prop_med",0.615269608130451,-0.426415075857493,1.89637592518823,0.186,"A_12_P115328","V_10568558","amsacrine_median.norm.EXT",37.7379772981239
"1873","med",-0.0387058282125247,-0.183946651604833,0.0971661009021594,0.582,"A_12_P115684","V_11513193","amsacrine_median.norm.EXT",5.04390424359925
"1874","direct",0.612205916395853,0.248659001220949,0.969879045332136,0,"A_12_P115684","V_11513193","amsacrine_median.norm.EXT",5.04390424359925
"1875","total",0.573500088183328,0.23435967190355,0.909613181514278,0.002,"A_12_P115684","V_11513193","amsacrine_median.norm.EXT",5.04390424359925
"1876","prop_med",-0.0674905357645764,-0.430056641575905,0.189029876008935,0.584,"A_12_P115684","V_11513193","amsacrine_median.norm.EXT",5.04390424359925
"1877","med",-0.0560805624526919,-0.318434330434955,0.283717072195555,0.684,"A_12_P115700","V_8947708","amsacrine_median.norm.EXT",14.0987821323047
"1878","direct",0.543656250786179,0.0776402661778299,0.973602637514263,0.024,"A_12_P115700","V_8947708","amsacrine_median.norm.EXT",14.0987821323047
"1879","total",0.487575688333487,0.111200515362419,0.870830056995727,0.014,"A_12_P115700","V_8947708","amsacrine_median.norm.EXT",14.0987821323047
"1880","prop_med",-0.115019193521262,-1.24923297839079,0.743011970500385,0.686,"A_12_P115700","V_8947708","amsacrine_median.norm.EXT",14.0987821323047
"1881","med",-0.0129981820515974,-0.155327980051278,0.15307549509905,0.804,"A_12_P116766","V_10121039","amsacrine_median.norm.EXT",5.04508407735454
"1882","direct",0.595588434191488,0.25470750833778,0.952789302536346,0,"A_12_P116766","V_10121039","amsacrine_median.norm.EXT",5.04508407735454
"1883","total",0.58259025213989,0.24966372328244,0.936403253028256,0,"A_12_P116766","V_10121039","amsacrine_median.norm.EXT",5.04508407735454
"1884","prop_med",-0.0223110187715196,-0.376442210392525,0.28185823112255,0.804,"A_12_P116766","V_10121039","amsacrine_median.norm.EXT",5.04508407735454
"1885","med",0.0131993533029344,-0.178984342359771,0.188740989940438,0.838,"A_12_P116989","V_11637718","amsacrine_median.norm.EXT",4.96321485202013
"1886","direct",0.538825302386022,0.191781044522431,0.884717742573997,0.004,"A_12_P116989","V_11637718","amsacrine_median.norm.EXT",4.96321485202013
"1887","total",0.552024655688956,0.183456600089768,0.899830304594196,0.006,"A_12_P116989","V_11637718","amsacrine_median.norm.EXT",4.96321485202013
"1888","prop_med",0.0239108039231706,-0.512650374578223,0.377403422002036,0.836,"A_12_P116989","V_11637718","amsacrine_median.norm.EXT",4.96321485202013
"1889","med",0.056146921416962,-0.0351872269694806,0.174062059107851,0.256,"A_12_P117115","V_11637718","amsacrine_median.norm.EXT",5.3396084860109
"1890","direct",0.502436883768332,0.133639657734457,0.868887374490642,0.008,"A_12_P117115","V_11637718","amsacrine_median.norm.EXT",5.3396084860109
"1891","total",0.558583805185294,0.21884014603812,0.928970117512795,0.002,"A_12_P117115","V_11637718","amsacrine_median.norm.EXT",5.3396084860109
"1892","prop_med",0.100516557937688,-0.061024092097749,0.456456170672325,0.258,"A_12_P117115","V_11637718","amsacrine_median.norm.EXT",5.3396084860109
"1893","med",0.0559485462394954,-0.0462602150982906,0.175584349114569,0.276,"A_12_P117478","V_11637718","amsacrine_median.norm.EXT",5.69751060789391
"1894","direct",0.502635258945799,0.146974032405853,0.843499107844768,0.008,"A_12_P117478","V_11637718","amsacrine_median.norm.EXT",5.69751060789391
"1895","total",0.558583805185294,0.222081942787155,0.872917226308695,0.002,"A_12_P117478","V_11637718","amsacrine_median.norm.EXT",5.69751060789391
"1896","prop_med",0.100161418430196,-0.0829497445515371,0.40628175423584,0.278,"A_12_P117478","V_11637718","amsacrine_median.norm.EXT",5.69751060789391
"1897","med",-0.0164726272331423,-0.154950258123735,0.130847958011553,0.85,"A_12_P117590","V_11637718","amsacrine_median.norm.EXT",3.94451000363491
"1898","direct",0.575056432418437,0.195710764881159,0.90024127563405,0.002,"A_12_P117590","V_11637718","amsacrine_median.norm.EXT",3.94451000363491
"1899","total",0.558583805185295,0.19381892181374,0.883042367115563,0.006,"A_12_P117590","V_11637718","amsacrine_median.norm.EXT",3.94451000363491
"1900","prop_med",-0.0294899835624093,-0.475163437879296,0.277948165211857,0.852,"A_12_P117590","V_11637718","amsacrine_median.norm.EXT",3.94451000363491
"1901","med",0.0659059179944884,-0.0848443078520818,0.242031412643464,0.462,"A_12_P118102","V_11032432","amsacrine_median.norm.EXT",4.43462030782989
"1902","direct",0.540531018062226,0.168147408275964,0.894240051147435,0.004,"A_12_P118102","V_11032432","amsacrine_median.norm.EXT",4.43462030782989
"1903","total",0.606436936056715,0.266592574155869,0.962086814069943,0.002,"A_12_P118102","V_11032432","amsacrine_median.norm.EXT",4.43462030782989
"1904","prop_med",0.108677282130989,-0.180474368567415,0.496020709646958,0.464,"A_12_P118102","V_11032432","amsacrine_median.norm.EXT",4.43462030782989
"1905","med",-0.200508997078013,-0.430378578745373,0.0220481253771733,0.072,"A_12_P118240","V_9985933","amsacrine_median.norm.EXT",6.8850784526251
"1906","direct",0.711536380915105,0.334401813065264,1.1277732596791,0,"A_12_P118240","V_9985933","amsacrine_median.norm.EXT",6.8850784526251
"1907","total",0.511027383837091,0.155762899887726,0.852463017564615,0.004,"A_12_P118240","V_9985933","amsacrine_median.norm.EXT",6.8850784526251
"1908","prop_med",-0.392364486561317,-1.86296410762634,0.0502602320057062,0.076,"A_12_P118240","V_9985933","amsacrine_median.norm.EXT",6.8850784526251
"1909","med",-0.104386230742239,-0.292451199751886,0.144441426138326,0.336,"A_12_P118743","V_9985933","amsacrine_median.norm.EXT",11.9613287700509
"1910","direct",0.622397748442186,0.218324964317318,0.988096779542116,0.002,"A_12_P118743","V_9985933","amsacrine_median.norm.EXT",11.9613287700509
"1911","total",0.518011517699948,0.1995160630641,0.880209052200805,0.002,"A_12_P118743","V_9985933","amsacrine_median.norm.EXT",11.9613287700509
"1912","prop_med",-0.201513339328302,-0.831132138299686,0.321967241805326,0.338,"A_12_P118743","V_9985933","amsacrine_median.norm.EXT",11.9613287700509
"1913","med",-0.0850507927460048,-0.291410653553746,0.136384913111618,0.454,"A_12_P118758","V_10121039","amsacrine_median.norm.EXT",5.29118560420262
"1914","direct",0.690923007425709,0.244234699878349,1.16847365865879,0.002,"A_12_P118758","V_10121039","amsacrine_median.norm.EXT",5.29118560420262
"1915","total",0.605872214679704,0.236282791700398,0.985868220396645,0,"A_12_P118758","V_10121039","amsacrine_median.norm.EXT",5.29118560420262
"1916","prop_med",-0.140377443766698,-0.601161429885194,0.266439955376129,0.454,"A_12_P118758","V_10121039","amsacrine_median.norm.EXT",5.29118560420262
"1917","med",0.0634012124864677,-0.0476962748011954,0.243703741016374,0.294,"A_12_P119353","V_11032432","amsacrine_median.norm.EXT",3.94707020738879
"1918","direct",0.543035723570247,0.172825882337361,0.894306817047907,0.008,"A_12_P119353","V_11032432","amsacrine_median.norm.EXT",3.94707020738879
"1919","total",0.606436936056715,0.261058176219456,0.947394620751935,0.002,"A_12_P119353","V_11032432","amsacrine_median.norm.EXT",3.94707020738879
"1920","prop_med",0.10454708266737,-0.0836471901816419,0.492930876231663,0.296,"A_12_P119353","V_11032432","amsacrine_median.norm.EXT",3.94707020738879
"1921","med",0.0488163009881867,-0.219932291326311,0.359619151337912,0.748,"A_12_P119459","V_11085892","amsacrine_median.norm.EXT",17.3932706621954
"1922","direct",0.564246554638714,0.0388390097189239,1.0286562754266,0.042,"A_12_P119459","V_11085892","amsacrine_median.norm.EXT",17.3932706621954
"1923","total",0.613062855626901,0.260935580583074,0.968939994925842,0,"A_12_P119459","V_11085892","amsacrine_median.norm.EXT",17.3932706621954
"1924","prop_med",0.0796269102590932,-0.367237693028419,0.892386256174056,0.748,"A_12_P119459","V_11085892","amsacrine_median.norm.EXT",17.3932706621954
"1925","med",-0.06284190795018,-0.250816025116949,0.100471136166324,0.434,"A_12_P119747","V_9104120","amsacrine_median.norm.EXT",6.03117441615209
"1926","direct",0.592809130890214,0.199631545608971,0.964291771794916,0.006,"A_12_P119747","V_9104120","amsacrine_median.norm.EXT",6.03117441615209
"1927","total",0.529967222940034,0.194380451902069,0.866176441873437,0.002,"A_12_P119747","V_9104120","amsacrine_median.norm.EXT",6.03117441615209
"1928","prop_med",-0.118576970857857,-0.628789817037883,0.210164074933214,0.436,"A_12_P119747","V_9104120","amsacrine_median.norm.EXT",6.03117441615209
"1929","med",0.0659246613782969,-0.11565034173168,0.326285865468359,0.548,"A_12_P119893","V_9905233","amsacrine_median.norm.EXT",3.9002301179017
"1930","direct",0.49322906030806,0.0932734856328606,0.865373834036525,0.016,"A_12_P119893","V_9905233","amsacrine_median.norm.EXT",3.9002301179017
"1931","total",0.559153721686357,0.211575424963017,0.92911086772405,0.002,"A_12_P119893","V_9905233","amsacrine_median.norm.EXT",3.9002301179017
"1932","prop_med",0.117900782596017,-0.260108116491978,0.674638969058408,0.55,"A_12_P119893","V_9905233","amsacrine_median.norm.EXT",3.9002301179017
"1933","med",-0.00189504518848046,-0.0542574793829715,0.0274704274535699,0.844,"A_12_P106753","V_9905233","amsacrine_median.norm.EXT",5.42571312418689
"1934","direct",0.608437189053475,0.232343566080372,0.988710069404203,0,"A_12_P106753","V_9905233","amsacrine_median.norm.EXT",5.42571312418689
"1935","total",0.606542143864994,0.228759052232081,0.980679816138236,0,"A_12_P106753","V_9905233","amsacrine_median.norm.EXT",5.42571312418689
"1936","prop_med",-0.00312434215437183,-0.0937150827647792,0.0560633104492419,0.844,"A_12_P106753","V_9905233","amsacrine_median.norm.EXT",5.42571312418689
"1937","med",0.00159507628463428,-0.0506316598354941,0.0458420060681962,0.956,"A_12_P106853","V_11513193","amsacrine_median.norm.EXT",15.0433383925245
"1938","direct",0.571905011898694,0.215665202194539,0.931351343349547,0.004,"A_12_P106853","V_11513193","amsacrine_median.norm.EXT",15.0433383925245
"1939","total",0.573500088183329,0.219851164978927,0.921015388290769,0.006,"A_12_P106853","V_11513193","amsacrine_median.norm.EXT",15.0433383925245
"1940","prop_med",0.00278130085330413,-0.0995700295445278,0.0940344390154985,0.954,"A_12_P106853","V_11513193","amsacrine_median.norm.EXT",15.0433383925245
"1941","med",0.049396345570822,-0.019875131952987,0.174767617711789,0.226,"A_12_P114311","V_11513193","amsacrine_median.norm.EXT",5.22622084029529
"1942","direct",0.524103742612506,0.144363632288161,0.867460587352299,0.004,"A_12_P114311","V_11513193","amsacrine_median.norm.EXT",5.22622084029529
"1943","total",0.573500088183328,0.204241699819218,0.904696700921184,0.002,"A_12_P114311","V_11513193","amsacrine_median.norm.EXT",5.22622084029529
"1944","prop_med",0.086131365258015,-0.0399869154625356,0.380526826672809,0.228,"A_12_P114311","V_11513193","amsacrine_median.norm.EXT",5.22622084029529
"1945","med",0.00744477410182193,-0.0366315637240871,0.0925422922837662,0.76,"A_12_P114794","V_10220682","amsacrine_median.norm.EXT",5.32755694345553
"1946","direct",0.577860551026679,0.246120336434898,0.905159702398812,0,"A_12_P114794","V_10220682","amsacrine_median.norm.EXT",5.32755694345553
"1947","total",0.585305325128501,0.256610314065086,0.918838214941475,0,"A_12_P114794","V_10220682","amsacrine_median.norm.EXT",5.32755694345553
"1948","prop_med",0.0127194709875354,-0.0720823512822698,0.171498161304544,0.76,"A_12_P114794","V_10220682","amsacrine_median.norm.EXT",5.32755694345553
"1949","med",0.0217039336348854,-0.0688284998974331,0.126095804913736,0.612,"A_12_P115203","V_11513193","amsacrine_median.norm.EXT",5.94679332502483
"1950","direct",0.6445454125486,0.290874106504732,1.00804985525576,0,"A_12_P115203","V_11513193","amsacrine_median.norm.EXT",5.94679332502483
"1951","total",0.666249346183485,0.297784489233987,1.02755547653693,0,"A_12_P115203","V_11513193","amsacrine_median.norm.EXT",5.94679332502483
"1952","prop_med",0.0325762925835699,-0.119755104219574,0.179715906829711,0.612,"A_12_P115203","V_11513193","amsacrine_median.norm.EXT",5.94679332502483
"1953","med",-0.00428587875799868,-0.0387104213222961,0.0540902512540355,0.928,"A_12_P116575","V_10568558","amsacrine_median.norm.EXT",14.8356158701609
"1954","direct",0.677779572279284,0.285980425817914,1.03812994652375,0,"A_12_P116575","V_10568558","amsacrine_median.norm.EXT",14.8356158701609
"1955","total",0.673493693521285,0.288205026474399,1.03867888865138,0,"A_12_P116575","V_10568558","amsacrine_median.norm.EXT",14.8356158701609
"1956","prop_med",-0.00636365091347842,-0.0733215445349802,0.0987958923605934,0.928,"A_12_P116575","V_10568558","amsacrine_median.norm.EXT",14.8356158701609
"1957","med",-0.0462655115688877,-0.176280036521835,0.0560743044248664,0.386,"A_12_P118954","V_11513193","amsacrine_median.norm.EXT",5.82085136985965
"1958","direct",0.619765599752217,0.187806292762223,0.992791081050118,0,"A_12_P118954","V_11513193","amsacrine_median.norm.EXT",5.82085136985965
"1959","total",0.573500088183329,0.183921860702553,0.92927265456019,0,"A_12_P118954","V_11513193","amsacrine_median.norm.EXT",5.82085136985965
"1960","prop_med",-0.0806721960853442,-0.345234307108513,0.154519332247616,0.386,"A_12_P118954","V_11513193","amsacrine_median.norm.EXT",5.82085136985965
"1961","med",0.195969883942683,0.0429207726148904,0.416247877980823,0.01,"A_12_P101037","V_9905233","amsacrine_median.TOF",5.54942914962203
"1962","direct",0.764672282099773,0.452213765972856,1.06736317904457,0,"A_12_P101037","V_9905233","amsacrine_median.TOF",5.54942914962203
"1963","total",0.960642166042456,0.637527381790264,1.29016889737621,0,"A_12_P101037","V_9905233","amsacrine_median.TOF",5.54942914962203
"1964","prop_med",0.203998836268053,0.0493827017391723,0.413194749831949,0.01,"A_12_P101037","V_9905233","amsacrine_median.TOF",5.54942914962203
"1965","med",0.0691148565781297,-0.140638034138439,0.291823645646086,0.546,"A_12_P101050","V_11513193","amsacrine_median.TOF",14.9459239841448
"1966","direct",0.881443311619564,0.498620229674104,1.29646020435591,0,"A_12_P101050","V_11513193","amsacrine_median.TOF",14.9459239841448
"1967","total",0.950558168197694,0.644977187562833,1.27693990313465,0,"A_12_P101050","V_11513193","amsacrine_median.TOF",14.9459239841448
"1968","prop_med",0.0727097603181665,-0.157359864740716,0.329828171063257,0.546,"A_12_P101050","V_11513193","amsacrine_median.TOF",14.9459239841448
"1969","med",-0.00521761434180527,-0.150736587378455,0.137517799597775,0.912,"A_12_P101333","V_11637718","amsacrine_median.TOF",5.24253993743461
"1970","direct",0.925067084435517,0.52460120316625,1.31767394672924,0,"A_12_P101333","V_11637718","amsacrine_median.TOF",5.24253993743461
"1971","total",0.919849470093712,0.601597206689618,1.27597460626184,0,"A_12_P101333","V_11637718","amsacrine_median.TOF",5.24253993743461
"1972","prop_med",-0.00567224802692305,-0.148472951249333,0.172186107529654,0.912,"A_12_P101333","V_11637718","amsacrine_median.TOF",5.24253993743461
"1973","med",-0.0163597169779925,-0.139779684808857,0.170787868460687,0.848,"A_12_P101810","V_9104120","amsacrine_median.TOF",5.54420130914751
"1974","direct",0.959359994190274,0.614669777384867,1.28886510201141,0,"A_12_P101810","V_9104120","amsacrine_median.TOF",5.54420130914751
"1975","total",0.943000277212281,0.618167117937432,1.27982244413769,0,"A_12_P101810","V_9104120","amsacrine_median.TOF",5.54420130914751
"1976","prop_med",-0.0173485813030251,-0.165045866847794,0.183983402034513,0.848,"A_12_P101810","V_9104120","amsacrine_median.TOF",5.54420130914751
"1977","med",-0.0122210500264909,-0.145629553181001,0.130323684870908,0.8,"A_12_P102257","V_11513193","amsacrine_median.TOF",5.32470275089042
"1978","direct",0.962779218224185,0.622012286771578,1.32500974073997,0,"A_12_P102257","V_11513193","amsacrine_median.TOF",5.32470275089042
"1979","total",0.950558168197694,0.64372743551744,1.28276519529807,0,"A_12_P102257","V_11513193","amsacrine_median.TOF",5.32470275089042
"1980","prop_med",-0.0128567092844645,-0.173688650768163,0.137167904228007,0.8,"A_12_P102257","V_11513193","amsacrine_median.TOF",5.32470275089042
"1981","med",0.0950814339022593,-0.026799417350807,0.283562798057947,0.14,"A_12_P102323","V_10220682","amsacrine_median.TOF",5.27865532809868
"1982","direct",0.914780751161025,0.553747913734774,1.29540089939276,0,"A_12_P102323","V_10220682","amsacrine_median.TOF",5.27865532809868
"1983","total",1.00986218506328,0.681622918583431,1.39892384845403,0,"A_12_P102323","V_10220682","amsacrine_median.TOF",5.27865532809868
"1984","prop_med",0.0941528807678851,-0.028447853908134,0.281206537551638,0.14,"A_12_P102323","V_10220682","amsacrine_median.TOF",5.27865532809868
"1985","med",0.036667579834972,-0.0699074591321747,0.129866718311041,0.426,"A_12_P102400","V_11513193","amsacrine_median.TOF",5.95378938939411
"1986","direct",0.913890588362721,0.581818981002161,1.29804405180026,0,"A_12_P102400","V_11513193","amsacrine_median.TOF",5.95378938939411
"1987","total",0.950558168197693,0.654523256574465,1.2849968816562,0,"A_12_P102400","V_11513193","amsacrine_median.TOF",5.95378938939411
"1988","prop_med",0.0385747880158618,-0.0684789187861752,0.146707001073775,0.426,"A_12_P102400","V_11513193","amsacrine_median.TOF",5.95378938939411
"1989","med",0.0205127752714571,-0.219351028071792,0.239546390791499,0.834,"A_12_P102599","V_10568558","amsacrine_median.TOF",14.8062658710452
"1990","direct",0.968173922637302,0.545422099986329,1.44241618291518,0,"A_12_P102599","V_10568558","amsacrine_median.TOF",14.8062658710452
"1991","total",0.988686697908759,0.681700158357509,1.33346462894113,0,"A_12_P102599","V_10568558","amsacrine_median.TOF",14.8062658710452
"1992","prop_med",0.0207474979837851,-0.226527252859564,0.280873831233333,0.834,"A_12_P102599","V_10568558","amsacrine_median.TOF",14.8062658710452
"1993","med",0.0659342338688499,-0.0631918180935091,0.196693649283996,0.284,"A_12_P102966","V_11513193","amsacrine_median.TOF",5.96969959478076
"1994","direct",0.884623934328844,0.527922824845299,1.26561696637884,0,"A_12_P102966","V_11513193","amsacrine_median.TOF",5.96969959478076
"1995","total",0.950558168197694,0.624914760548132,1.27467084759669,0,"A_12_P102966","V_11513193","amsacrine_median.TOF",5.96969959478076
"1996","prop_med",0.0693637023748526,-0.062838056956862,0.227259152330364,0.284,"A_12_P102966","V_11513193","amsacrine_median.TOF",5.96969959478076
"1997","med",-0.0906388229471492,-0.233423025275783,0.048110211356616,0.228,"A_12_P103840","V_11619117","amsacrine_median.TOF",4.22521992953811
"1998","direct",0.968619164404051,0.537753820431738,1.37183216582464,0,"A_12_P103840","V_11619117","amsacrine_median.TOF",4.22521992953811
"1999","total",0.877980341456902,0.525489892621371,1.23006888799178,0,"A_12_P103840","V_11619117","amsacrine_median.TOF",4.22521992953811
"2000","prop_med",-0.10323559499834,-0.26094730116234,0.0676092229875059,0.228,"A_12_P103840","V_11619117","amsacrine_median.TOF",4.22521992953811
"2001","med",0.00285031029260037,-0.237102643103974,0.286598624971158,0.984,"A_12_P104350","V_10838024","amsacrine_median.TOF",21.9552714440933
"2002","direct",0.968831582511693,0.538898649970308,1.33379598324236,0,"A_12_P104350","V_10838024","amsacrine_median.TOF",21.9552714440933
"2003","total",0.971681892804293,0.642273464446251,1.28676392867499,0,"A_12_P104350","V_10838024","amsacrine_median.TOF",21.9552714440933
"2004","prop_med",0.00293337800540289,-0.285660748753772,0.304508122664873,0.984,"A_12_P104350","V_10838024","amsacrine_median.TOF",21.9552714440933
"2005","med",0.0229362513970791,-0.116110124451589,0.16803824134481,0.698,"A_12_P104714","V_11032432","amsacrine_median.TOF",5.64135814483942
"2006","direct",0.948745641407214,0.578253352063605,1.32164815381955,0,"A_12_P104714","V_11032432","amsacrine_median.TOF",5.64135814483942
"2007","total",0.971681892804294,0.649712240055471,1.29827841181414,0,"A_12_P104714","V_11032432","amsacrine_median.TOF",5.64135814483942
"2008","prop_med",0.023604691583667,-0.116679017762767,0.196756828408786,0.698,"A_12_P104714","V_11032432","amsacrine_median.TOF",5.64135814483942
"2009","med",0.0917687656987545,-0.00342615625335976,0.237132798604944,0.068,"A_12_P104798","V_10220682","amsacrine_median.TOF",5.19922816287754
"2010","direct",0.904109907807511,0.579389126441416,1.22870774487939,0,"A_12_P104798","V_10220682","amsacrine_median.TOF",5.19922816287754
"2011","total",0.995878673506265,0.689590096087967,1.31766040929481,0,"A_12_P104798","V_10220682","amsacrine_median.TOF",5.19922816287754
"2012","prop_med",0.0921485399176762,-0.00338117767946349,0.246600527517892,0.068,"A_12_P104798","V_10220682","amsacrine_median.TOF",5.19922816287754
"2013","med",0.0422167914941386,-0.0732893532740657,0.17681238840559,0.464,"A_12_P105501","V_11032432","amsacrine_median.TOF",4.03698629073079
